uid,sx,sy,sz,pseudo_site,site_id
vzme9wt0,3.3,3.3,3.3,3.5x3.5x3.5,10
0iv1ggxr,2.39,2.39,2.38,2.5x2.5x2.5,7
ed8u8noz,3.3,3.3,3.3,3.5x3.5x3.5,10
emdmz5rg,2.37,2.38,2.37,2.5x2.5x2.5,7
oi9wm1sa,3.3,3.3,3.3,3.5x3.5x3.5,10
v9cng8ta,3.3,3.3,3.3,3.5x3.5x3.5,10
na6u48gw,3.3,3.3,3.3,3.5x3.5x3.5,10
ghm56vu6,3.3,3.3,3.3,3.5x3.5x3.5,10
z5gf3bbt,3.3,3.3,3.3,3.5x3.5x3.5,10
873lkmgs,3.3,3.3,3.3,3.5x3.5x3.5,10
6rv9777t,3.3,3.3,3.0,3.5x3.5x3.0,9
nqetmni3,3.3,3.3,3.0,3.5x3.5x3.0,9
gom6736z,3.3,3.3,3.3,3.5x3.5x3.5,10
4dsxlsut,3.3,3.3,3.3,3.5x3.5x3.5,10
othlqh7p,2.39,2.38,2.39,2.5x2.5x2.5,7
pcaduvl9,2.39,2.14,2.15,2.5x2.0x2.0,5
11zsb8lv,3.3,3.28,3.29,3.5x3.5x3.5,10
6tx0tbkg,3.3,3.3,3.0,3.5x3.5x3.0,9
8b350sgn,2.39,2.39,2.39,2.5x2.5x2.5,7
z6d86zch,3.3,3.3,3.0,3.5x3.5x3.0,9
hxa7hy7a,3.3,3.3,3.3,3.5x3.5x3.5,10
i33993n4,3.3,3.3,3.3,3.5x3.5x3.5,10
bfiy5pu5,2.39,2.39,2.39,2.5x2.5x2.5,7
wh50jyoo,3.3,3.3,3.3,3.5x3.5x3.5,10
k63rvwoz,3.3,3.3,3.0,3.5x3.5x3.0,9
qxiwe6rg,3.3,3.3,3.0,3.5x3.5x3.0,9
l7jy7otk,3.3,3.3,3.3,3.5x3.5x3.5,10
ude358tr,3.3,3.3,3.0,3.5x3.5x3.0,9
e9qdi3g1,3.3,3.3,3.0,3.5x3.5x3.0,9
3iwpfvb7,3.3,3.3,3.3,3.5x3.5x3.5,10
1ghlu8m8,3.3,3.3,3.3,3.5x3.5x3.5,10
7mhxofkc,3.3,3.3,3.3,3.5x3.5x3.5,10
ggxp5cit,3.3,3.3,3.3,3.5x3.5x3.5,10
uf8cyotw,3.3,3.3,3.3,3.5x3.5x3.5,10
g7nfdinu,3.3,3.3,3.0,3.5x3.5x3.0,9
31eiwucx,3.3,3.3,3.3,3.5x3.5x3.5,10
67xkwq0y,3.3,3.3,3.0,3.5x3.5x3.0,9
wm9q7ftm,3.3,3.3,3.3,3.5x3.5x3.5,10
fwg895na,3.3,3.3,3.3,3.5x3.5x3.5,10
2fqztio4,3.3,3.3,3.3,3.5x3.5x3.5,10
m7pp0pnn,3.3,3.3,3.3,3.5x3.5x3.5,10
lo0hhgh5,3.3,3.3,3.3,3.5x3.5x3.5,10
xw6t1oxh,3.3,3.3,3.0,3.5x3.5x3.0,9
fdxk31wb,3.3,3.3,3.0,3.5x3.5x3.0,9
htfnsgpy,3.3,3.3,3.0,3.5x3.5x3.0,9
8257ge0q,3.59,3.59,3.59,3.5x3.5x3.5,10
uz2z0kdn,2.0,2.0,4.0,2.0x2.0x4.0,4
upcj8mo7,2.46,2.46,2.46,2.5x2.5x2.5,7
65efuxq9,2.46,2.46,2.46,2.5x2.5x2.5,7
njc2goui,2.46,2.46,2.46,2.5x2.5x2.5,7
fezac2ex,3.59,3.59,3.59,3.5x3.5x3.5,10
va5e742g,2.46,2.46,2.46,2.5x2.5x2.5,7
rrdnwt2f,2.46,2.46,2.46,2.5x2.5x2.5,7
es5cs9ui,2.46,2.46,2.46,2.5x2.5x2.5,7
14nijcp5,2.46,2.46,2.46,2.5x2.5x2.5,7
2ay7ov50,2.46,2.46,2.46,2.5x2.5x2.5,7
ew25x1fv,2.46,2.46,2.46,2.5x2.5x2.5,7
k1pbcd6f,2.46,2.46,2.46,2.5x2.5x2.5,7
xnoq37kt,2.46,2.46,2.46,2.5x2.5x2.5,7
ll8sn5yz,2.46,2.46,2.46,2.5x2.5x2.5,7
7vxuqdrm,2.46,2.46,2.46,2.5x2.5x2.5,7
swjjjksl,2.46,2.46,2.46,2.5x2.5x2.5,7
66uml3so,2.46,2.46,2.46,2.5x2.5x2.5,7
jpx16f1k,2.46,2.46,2.46,2.5x2.5x2.5,7
yntl2ug0,2.46,2.46,2.46,2.5x2.5x2.5,7
5wh23gxr,2.46,2.46,2.46,2.5x2.5x2.5,7
irjutfvj,3.59,3.59,3.59,3.5x3.5x3.5,10
839ag77q,2.0,2.0,4.0,2.0x2.0x4.0,4
9vjuhbp9,4.42,4.42,4.42,4.5x4.5x4.5,14
vrnegn2b,2.46,2.46,2.46,2.5x2.5x2.5,7
4jtj27yh,3.59,3.59,3.59,3.5x3.5x3.5,10
6uamwjpi,2.46,2.46,2.46,2.5x2.5x2.5,7
wujt4ftl,2.46,2.46,2.46,2.5x2.5x2.5,7
h33hw8d0,2.46,2.46,2.46,2.5x2.5x2.5,7
9jrd4hqf,4.42,4.42,4.42,4.5x4.5x4.5,14
ghdiluvn,3.59,3.59,3.59,3.5x3.5x3.5,10
hdczp0nw,2.46,2.46,2.46,2.5x2.5x2.5,7
ntj5r2sl,2.46,2.46,2.46,2.5x2.5x2.5,7
rw4vnzvz,2.46,2.46,2.46,2.5x2.5x2.5,7
n2hloiki,2.46,2.46,2.46,2.5x2.5x2.5,7
vqa7izq2,2.0,2.0,4.0,2.0x2.0x4.0,4
nmnr06dj,2.0,2.0,4.0,2.0x2.0x4.0,4
in9rg4xv,2.46,2.46,2.46,2.5x2.5x2.5,7
349n1d6d,2.46,2.46,2.46,2.5x2.5x2.5,7
zbc7qk4k,2.0,2.0,4.0,2.0x2.0x4.0,4
6ilsidbx,2.46,2.46,2.46,2.5x2.5x2.5,7
287gt76i,2.0,2.0,4.0,2.0x2.0x4.0,4
3hzcd3ge,4.42,4.42,4.42,4.5x4.5x4.5,14
q10f7ia4,2.0,2.0,4.0,2.0x2.0x4.0,4
1sascebf,3.59,3.59,3.59,3.5x3.5x3.5,10
e54ukigd,2.46,2.46,2.46,2.5x2.5x2.5,7
ix1cnaq2,2.46,2.46,2.46,2.5x2.5x2.5,7
yotos87m,2.46,2.46,2.46,2.5x2.5x2.5,7
vz01sosr,3.59,3.59,3.59,3.5x3.5x3.5,10
2hvnkvon,2.46,2.46,2.46,2.5x2.5x2.5,7
nlhapwf5,2.46,2.46,2.46,2.5x2.5x2.5,7
20xkiaip,3.59,3.59,3.59,3.5x3.5x3.5,10
rqq5qob8,2.46,2.46,2.46,2.5x2.5x2.5,7
67kbqnxp,2.46,2.46,2.46,2.5x2.5x2.5,7
vmsr75rm,2.46,2.46,2.46,2.5x2.5x2.5,7
g7f9fzja,4.42,4.42,4.42,4.5x4.5x4.5,14
hsao2qwk,3.59,3.59,3.59,3.5x3.5x3.5,10
bsepr1b2,4.42,4.42,4.42,4.5x4.5x4.5,14
0uc87nxp,2.46,2.46,2.46,2.5x2.5x2.5,7
0jf6dnob,2.46,2.46,2.46,2.5x2.5x2.5,7
k8hup3ft,2.46,2.46,2.46,2.5x2.5x2.5,7
j6ac4jrc,2.46,2.46,2.46,2.5x2.5x2.5,7
q97rcq6w,2.46,2.46,2.46,2.5x2.5x2.5,7
948ju63l,4.42,4.42,4.42,4.5x4.5x4.5,14
xsy4vy32,2.0,2.0,4.0,2.0x2.0x4.0,4
i3pj7k99,2.0,2.0,4.0,2.0x2.0x4.0,4
bv2j3t4h,2.46,2.46,2.46,2.5x2.5x2.5,7
8qfdtn0p,2.46,2.46,2.46,2.5x2.5x2.5,7
lcfr7cl6,2.46,2.46,2.46,2.5x2.5x2.5,7
p3frb7ei,2.0,2.0,4.0,2.0x2.0x4.0,4
5r8vo4kv,4.42,4.42,4.42,4.5x4.5x4.5,14
fflncc2a,2.46,2.46,2.46,2.5x2.5x2.5,7
trd83x9a,4.42,4.42,4.42,4.5x4.5x4.5,14
ge9ny3mu,2.46,2.46,2.46,2.5x2.5x2.5,7
b6lbu9w3,2.46,2.46,2.46,2.5x2.5x2.5,7
ggo9dvws,2.46,2.46,2.46,2.5x2.5x2.5,7
3kcvjxzd,2.46,2.46,2.46,2.5x2.5x2.5,7
vyb4xz3m,4.42,4.42,4.42,4.5x4.5x4.5,14
